index	Mots écrits	_id	Pictogramme	Catégories	Conjugaison	schematic	sex	violence	aac	aacColor	skin	hair	downloads
9	9	2635,4897,7188,35689	2635.png,4897.png,7188.png,35689.png	number:number:number:number	0,0,0,0	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,False,False	False,False,True,True	False,False,False,False	0,0,0,0
90	90	29430	29430.png	number	0	False	False	False	False	False	False	False	0
900	900	29432	29432.png	number	0	False	False	False	False	False	False	False	0
91	91	29434	29434.png	number	0	False	False	False	False	False	False	False	0
92	92	29436	29436.png	number	0	False	False	False	False	False	False	False	0
93	93	29438	29438.png	number	0	False	False	False	False	False	False	False	0
94	94	29440	29440.png	number	0	False	False	False	False	False	False	False	0
95	95	29442	29442.png	number	0	False	False	False	False	False	False	False	0
96	96	29444	29444.png	number	0	False	False	False	False	False	False	False	0
97	97	29446	29446.png	number	0	False	False	False	False	False	False	False	0
98	98	29448	29448.png	number	0	False	False	False	False	False	False	False	0
99	99	29450	29450.png	number	0	False	False	False	False	False	False	False	0
9:00	9:00	29518	29518.png	day hours	0	True	False	False	False	False	False	False	0
9:15	9:15	29520	29520.png	day hours	0	True	False	False	False	False	False	False	0
9:30	9:30	29522	29522.png	day hours	0	True	False	False	False	False	False	False	0
9:45	9:45	29546	29546.png	day hours	0	True	False	False	False	False	False	False	0
9h00	9h00	29518	29518.png	day hours	0	True	False	False	False	False	False	False	0
9h15	9h15	29520	29520.png	day hours	0	True	False	False	False	False	False	False	0
9h30	9h30	29522	29522.png	day hours	0	True	False	False	False	False	False	False	0
9h45	9h45	29546	29546.png	day hours	0	True	False	False	False	False	False	False	0
:	:	3420	3420.png	orthographic sign	0	False	False	False	False	False	False	False	0
;	;	3422	3422.png	orthographic sign	0	False	False	False	False	False	False	False	0
=	=	3423	3423.png	orthographic sign,mathematics	0	False	False	False	False	False	False	False	0
?	?	3418	3418.png	orthographic sign	0	True	False	False	False	False	False	False	0
@	@	3177	3177.png	orthographic sign	0	False	False	False	False	False	False	False	0
_	_	3424	3424.png	orthographic sign,mathematics	0	False	False	False	False	False	False	False	0
a	a	3021,3049	3021.png,3049.png	letter:letter	0,0	False,False	False,False	False,False	False,False	False,False	False,False	False,False	0,0
abaisse-langue	abaisse-langue	27719	27719.png	medical procedure	0	False	False	False	False	False	False	False	0
abaisse-langues	abaisse-langues	27719	27719.png	medical procedure	0	False	False	False	False	False	False	False	0
abandonner	abandonner	21328	21328.png	verb	1	False	False	False	False	False	True	False	0
abandonné	abandonné	37580,37580,37703	37580.png,37580.png,37703.png	qualifying adjective,construction,residential building,natural disaster:qualifying adjective,construction,residential building,natural disaster:qualifying adjective,pet	0,0,0	False,False,True	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
abandonnés	abandonnés	37703	37703.png	qualifying adjective,pet	0	True	False	False	False	False	False	False	0
abaque	abaque	23699,23699,36389	23699.png,23699.png,36389.png	toy,educational material:toy,educational material:toy,educational material	0,0,0	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
abaques	abaques	36389	36389.png	toy,educational material	0	False	False	False	False	False	False	False	0
abattoir	abattoir	35501	35501.png	industrial building,cattle farming,signaling system	0	True	False	False	False	False	False	False	0
abattoirs	abattoirs	35501	35501.png	industrial building,cattle farming,signaling system	0	True	False	False	False	False	False	False	0
abattre	abattre	26561	26561.png	verb,construction	1	False	False	False	False	False	False	False	0
abc	abc	3050	3050.png	alphabet	0	False	False	False	False	False	False	False	0
abdomen	abdomen	2786	2786.png	human anatomy,core vocabulary-living being	0	False	False	False	True	True	True	False	0
abdomens	abdomens	2786	2786.png	human anatomy,core vocabulary-living being	0	False	False	False	True	True	True	False	0
abdominaux	abdominaux	23703	23703.png	human anatomy	0	False	False	False	False	False	True	False	0
abeille	abeille	2239,24823	2239.png,24823.png	herbivorous,insect,oviparous,flying animal,apiculture,domestic animal:herbivorous,insect,oviparous,flying animal,apiculture,domestic animal,core vocabulary-living being,core vocabulary-work	0,0	False,True	False,False	False,False	False,True	False,False	False,False	False,False	0,0
abeilles	abeilles	2239,24823	2239.png,24823.png	herbivorous,insect,oviparous,flying animal,apiculture,domestic animal:herbivorous,insect,oviparous,flying animal,apiculture,domestic animal,core vocabulary-living being,core vocabulary-work	0,0	False,True	False,False	False,False	False,True	False,False	False,False	False,False	0,0
ablation	ablation	31685,31929	31685.png,31929.png	sexual crime:sexual crime	0,0	False,False	True,True	True,True	False,False	False,False	True,True	False,False	0,0
ablations	ablations	31685,31929	31685.png,31929.png	sexual crime:sexual crime	0,0	False,False	True,True	True,True	False,False	False,False	True,True	False,False	0,0
abordable	abordable	4574	4574.png	qualifying adjective	0	False	False	False	False	False	False	False	0
abordables	abordables	4574	4574.png	qualifying adjective	0	False	False	False	False	False	False	False	0
aboyer	aboyer	7139	7139.png	verb,onomatopoeia,animal behaviour	1	False	False	False	False	False	False	False	0
abri anti-aérien	abri anti-aérien	37549	37549.png	war	0	True	False	False	False	False	True	False	0
abri anti-bombes	abri anti-bombes	37546,37547,37549	37546.png,37547.png,37549.png	war:war:war	0,0,0	True,False,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	False,False,False	0,0,0
abri antiaérien	abri antiaérien	37546	37546.png	war	0	True	False	False	False	False	True	False	0
abri pour animaux	abri pour animaux	29913	29913.png	pet	0	False	False	False	False	False	True	False	0
abricot	abricot	2983	2983.png	fruit	0	False	False	False	False	False	False	False	0
abricots	abricots	2983	2983.png	fruit	0	False	False	False	False	False	False	False	0
abris anti-aériens	abris anti-aériens	37549	37549.png	war	0	True	False	False	False	False	True	False	0
abris anti-bombes	abris anti-bombes	37546,37547,37549	37546.png,37547.png,37549.png	war:war:war	0,0,0	True,False,True	False,False,False	False,False,False	False,False,False	False,False,False	True,True,True	False,False,False	0,0,0
abris antiaériens	abris antiaériens	37546	37546.png	war	0	True	False	False	False	False	True	False	0
abris pour animaux	abris pour animaux	29913	29913.png	pet	0	False	False	False	False	False	True	False	0
absence de contact visuel	absence de contact visuel	37634	37634.png	disruptive behavior	0	True	False	False	False	False	True	False	0
absence de jeu symbolique	absence de jeu symbolique	37640	37640.png	disruptive behavior	0	True	False	False	False	False	True	False	0
absences de contact visuel	absences de contact visuel	37634	37634.png	disruptive behavior	0	True	False	False	False	False	True	False	0
absences de jeu symbolique	absences de jeu symbolique	37640	37640.png	disruptive behavior	0	True	False	False	False	False	True	False	0
absent	absent	29062,29064	29062.png,29064.png	verb,students:verb,students	1,1	False,True	False,False	False,False	False,False	False,False	True,True	True,False	0,0
absente	absente	29063,29065	29063.png,29065.png	verb,students:verb,students	1,1	False,True	False,False	False,False	False,False	False,False	True,True	True,False	0,0
absorber	absorber	6616	6616.png	verb,beverage	1	True	False	False	False	False	True	False	0
abus	abus	20091,20091,24717,24717,30640,30640	20091.png,20091.png,24717.png,24717.png,30640.png,30640.png	disruptive behavior:disruptive behavior:bullying:bullying:gender violence,bullying:gender violence,bullying	0,0,0,0,0,0	True,True,True,True,True,True	False,False,False,False,False,False	True,True,False,False,True,True	False,False,False,False,False,False	False,False,False,False,False,False	True,True,True,True,True,True	False,False,False,False,False,False	0,0,0,0,0,0
abus sexuel	abus sexuel	30057,30058,30056,30989,30991,30992,30990,31002,31003,31005,31006,31006,31007,30993,30999,31001,34264,34262,34263	30057.png,30058.png,30056.png,30989.png,30991.png,30992.png,30990.png,31002.png,31003.png,31005.png,31006.png,31006.png,31007.png,30993.png,30999.png,31001.png,34264.png,34262.png,34263.png	sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False	False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False	True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True	False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False	False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False	True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True	True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abus sexuels	abus sexuels	30057,30058,30056,30989,30991,30992,30990,31002,31003,31005,31007,30993,30999,31001	30057.png,30058.png,30056.png,30989.png,30991.png,30992.png,30990.png,31002.png,31003.png,31005.png,31007.png,30993.png,30999.png,31001.png	sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime:sexual crime	0,0,0,0,0,0,0,0,0,0,0,0,0,0	False,False,False,False,False,False,False,False,False,False,True,False,False,False	False,False,False,False,False,False,False,False,False,False,False,False,True,False	True,True,True,True,True,True,True,True,True,True,True,True,True,True	False,False,False,False,False,False,False,False,False,False,False,False,False,False	False,False,False,False,False,False,False,False,False,False,False,False,False,False	True,True,True,True,True,True,True,True,True,True,True,True,True,True	True,True,True,True,True,True,True,True,True,True,False,True,True,True	0,0,0,0,0,0,0,0,0,0,0,0,0,0
abécédaire	abécédaire	3050	3050.png	alphabet	0	False	False	False	False	False	False	False	0
abécédaires	abécédaires	3050	3050.png	alphabet	0	False	False	False	False	False	False	False	0
abîme	abîme	38005	38005.png	landform	0	True	False	False	False	False	True	False	0
abîmes	abîmes	38005	38005.png	landform	0	True	False	False	False	False	True	False	0
académie	académie	34161	34161.png	educational building,educational_building,signaling system	0	True	False	False	False	False	False	False	0
académies	académies	34161	34161.png	educational building,educational_building,signaling system	0	True	False	False	False	False	False	False	0
acaï	acaï	38494	38494.png	fruit	0	False	False	False	False	False	False	False	0
acaïs	acaïs	38494	38494.png	fruit	0	False	False	False	False	False	False	False	0
accepter	accepter	17044,17042,25757,25752,37609,37861	17044.png,17042.png,25757.png,25752.png,37609.png,37861.png	usual verbs:verb:expression:expression:expression:verb,human response	0,1,0,0,0,1	True,False,False,True,False,True	False,False,False,False,False,False	False,False,False,False,False,False	False,False,False,False,False,False	False,False,False,False,False,False	True,True,True,True,True,True	False,False,True,False,True,False	0,0,0,0,0,0
accessibilité	accessibilité	11478	11478.png	special education	0	True	False	False	False	False	False	False	0
accessible	accessible	11465	11465.png	qualifying adjective,special education	0	True	False	False	False	False	False	False	0
accessoires	accessoires	25634,27325,29072	25634.png,27325.png,29072.png	accessories:accessories:accessories	0,0,0	True,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	False,False,False	0,0,0
accessoires d'hiver	accessoires d'hiver	27325	27325.png	accessories	0	False	False	False	False	False	False	False	0
accessoires de toilette	accessoires de toilette	30524,30524	30524.png,30524.png	hygiene product:hygiene product	0,0	True,True	False,False	False,False	False,False	False,False	False,False	False,False	0,0
accident	accident	4551,15828,15830,17169,30965,35895,38389	4551.png,15828.png,15830.png,17169.png,30965.png,35895.png,38389.png	verb,traffic accident,road safety,core vocabulary-communication,core vocabulary-movement:traffic accident:traffic accident:verb,traffic accident,road safety:traffic accident,road safety:miscellaneous:verb,traffic accident,road safety	1,0,0,1,0,0,1	False,False,False,False,False,True,True	False,False,False,False,False,False,False	False,False,False,False,False,False,False	True,False,False,False,False,False,False	False,False,False,False,False,False,False	False,False,False,True,False,True,True	False,False,False,True,False,False,False	0,0,0,0,0,0,0
accident aérien	accident aérien	15828	15828.png	traffic accident	0	False	False	False	False	False	False	False	0
accident de fauteuil roulant	accident de fauteuil roulant	35895	35895.png	miscellaneous	0	True	False	False	False	False	True	False	0
accident domestique	accident domestique	36869	36869.png	cookery	0	False	False	False	False	False	True	False	0
accident ferroviaire	accident ferroviaire	15830	15830.png	traffic accident	0	False	False	False	False	False	False	False	0
